SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Thu Jan 15 12:00:03 GMT 2015
User: Dimitrios
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: HR+C1689
Integration Time (usec): 45000 (HR+C1689)
Spectra Averaged: 5 (HR+C1689)
Boxcar Smoothing: 0 (HR+C1689)
Correct for Electrical Dark: No (HR+C1689)
Strobe/Lamp Enabled: No (HR+C1689)
Correct for Detector Non-linearity: No (HR+C1689)
Correct for Stray Light: No (HR+C1689)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
187.87	867.40
188.35	862.00
188.82	864.20
189.30	860.20
189.78	872.60
190.26	863.40
190.74	868.60
191.21	867.80
191.69	864.80
192.17	868.80
192.65	872.40
193.12	857.80
193.60	857.00
194.08	870.80
194.56	852.20
195.04	859.20
195.51	868.00
195.99	864.60
196.47	862.20
196.95	874.80
197.42	862.60
197.90	864.40
198.38	873.60
198.86	863.20
199.33	868.40
199.81	869.60
200.29	872.40
200.77	863.80
201.24	874.60
201.72	866.80
202.20	873.20
202.67	874.40
203.15	870.60
203.63	866.60
204.11	875.40
204.58	871.40
205.06	872.00
205.54	876.60
206.01	864.40
206.49	871.20
206.97	874.60
207.45	864.20
207.92	873.20
208.40	879.20
208.88	865.00
209.35	872.80
209.83	878.40
210.31	864.40
210.78	866.00
211.26	878.60
211.74	865.00
212.21	871.20
212.69	878.40
213.17	864.60
213.64	892.60
214.12	880.20
214.60	863.60
215.07	872.80
215.55	872.00
216.03	867.20
216.50	868.80
216.98	870.40
217.45	870.80
217.93	874.20
218.41	872.00
218.88	867.20
219.36	864.00
219.84	872.60
220.31	864.00
220.79	868.00
221.26	860.40
221.74	866.20
222.22	863.60
222.69	876.80
223.17	869.40
223.64	861.00
224.12	864.80
224.60	869.40
225.07	873.20
225.55	882.80
226.02	869.40
226.50	864.60
226.98	865.20
227.45	868.60
227.93	867.00
228.40	871.40
228.88	872.60
229.35	870.60
229.83	876.60
230.31	870.60
230.78	870.00
231.26	871.60
231.73	869.00
232.21	871.20
232.68	875.00
233.16	885.60
233.63	863.40
234.11	877.60
234.58	876.60
235.06	870.80
235.53	864.20
236.01	873.80
236.49	870.60
236.96	881.20
237.44	870.80
237.91	876.00
238.39	881.00
238.86	870.80
239.34	873.80
239.81	886.00
240.29	866.60
240.76	868.60
241.24	878.60
241.71	866.20
242.19	877.00
242.66	879.00
243.14	876.80
243.61	868.20
244.08	875.60
244.56	875.00
245.03	873.20
245.51	879.20
245.98	868.20
246.46	868.00
246.93	880.60
247.41	865.60
247.88	872.80
248.36	877.00
248.83	869.60
249.31	865.60
249.78	870.40
250.25	866.60
250.73	867.20
251.20	872.00
251.68	878.00
252.15	869.20
252.63	904.60
253.10	874.60
253.57	867.80
254.05	874.80
254.52	872.40
255.00	864.60
255.47	873.00
255.94	872.60
256.42	863.60
256.89	868.40
257.37	870.80
257.84	873.20
258.31	878.60
258.79	864.40
259.26	872.60
259.74	871.40
260.21	878.40
260.68	871.80
261.16	880.60
261.63	874.80
262.10	869.80
262.58	876.20
263.05	863.40
263.53	871.60
264.00	885.80
264.47	865.60
264.95	883.00
265.42	876.00
265.89	873.00
266.37	872.40
266.84	879.20
267.31	882.80
267.79	859.60
268.26	903.60
268.73	872.40
269.21	868.80
269.68	872.40
270.15	875.80
270.63	874.60
271.10	875.20
271.57	876.60
272.05	870.60
272.52	883.80
272.99	869.20
273.46	871.20
273.94	876.00
274.41	874.80
274.88	866.40
275.36	871.80
275.83	860.20
276.30	868.20
276.77	875.20
277.25	873.20
277.72	874.00
278.19	881.60
278.67	875.40
279.14	873.00
279.61	867.20
280.08	869.20
280.56	864.60
281.03	876.00
281.50	880.20
281.97	876.20
282.45	873.00
282.92	872.60
283.39	869.00
283.86	872.60
284.34	869.60
284.81	867.80
285.28	871.80
285.75	873.60
286.23	867.60
286.70	869.00
287.17	870.60
287.64	873.80
288.11	875.60
288.59	876.00
289.06	872.00
289.53	882.40
290.00	873.40
290.47	873.40
290.95	871.80
291.42	876.20
291.89	875.80
292.36	883.00
292.83	867.20
293.31	871.20
293.78	877.60
294.25	882.40
294.72	878.60
295.19	872.60
295.66	873.60
296.14	868.80
296.61	879.00
297.08	884.60
297.55	877.60
298.02	875.20
298.49	865.60
298.97	872.80
299.44	871.80
299.91	878.40
300.38	869.40
300.85	873.80
301.32	867.60
301.79	870.60
302.26	873.00
302.74	881.40
303.21	879.60
303.68	873.40
304.15	876.20
304.62	867.40
305.09	879.60
305.56	867.60
306.03	873.80
306.51	885.60
306.98	870.80
307.45	873.80
307.92	876.60
308.39	876.00
308.86	867.80
309.33	868.40
309.80	872.60
310.27	868.20
310.74	875.00
311.21	880.60
311.68	871.00
312.16	877.00
312.63	880.60
313.10	861.40
313.57	872.00
314.04	880.20
314.51	862.20
314.98	871.20
315.45	880.80
315.92	868.40
316.39	881.80
316.86	874.20
317.33	872.60
317.80	880.20
318.27	882.40
318.74	868.00
319.21	873.00
319.68	881.80
320.15	868.00
320.62	878.00
321.09	880.60
321.56	869.80
322.03	884.80
322.50	874.40
322.97	868.00
323.44	873.60
323.91	879.00
324.38	874.40
324.85	874.00
325.32	877.80
325.79	868.20
326.26	868.40
326.73	885.00
327.20	876.40
327.67	878.00
328.14	887.80
328.61	869.20
329.08	870.80
329.55	886.60
330.02	870.60
330.49	871.60
330.96	882.00
331.43	870.00
331.90	872.80
332.37	877.80
332.84	874.00
333.31	872.40
333.78	880.20
334.25	873.80
334.72	878.20
335.19	875.20
335.65	869.00
336.12	869.00
336.59	880.60
337.06	875.60
337.53	876.60
338.00	882.60
338.47	867.80
338.94	876.20
339.41	878.60
339.88	869.40
340.35	882.80
340.82	878.40
341.28	869.80
341.75	875.80
342.22	880.00
342.69	868.60
343.16	869.20
343.63	880.20
344.10	871.40
344.57	875.20
345.04	876.00
345.50	876.80
345.97	872.60
346.44	870.20
346.91	872.40
347.38	875.20
347.85	886.00
348.32	862.80
348.78	872.00
349.25	876.20
349.72	872.40
350.19	881.00
350.66	881.20
351.13	869.00
351.59	877.40
352.06	882.20
352.53	872.00
353.00	881.00
353.47	879.00
353.94	860.20
